 , C0, C1, C2, C3
Time(s)/Cell Status, accepted, accepted, accepted, accepted
397.651070655979,0.0000007903453,0.6107571,0.0784942,0.1367691
397.751033217733,0.0000006740643,0.5237899,0.07406707,0.1222857
397.850995779486,0.0000005748914,0.4492063,0.06988963,0.1093361
397.95095834124,0.0000004903096,0.3852428,0.06594781,0.09775774
398.050920902994,0.0000004181719,0.3303872,0.0622283,0.08740553
398.150883464747,0.0000003566476,0.2833426,0.05871858,0.07814957
398.250846026501,0.0000003041752,0.2429968,0.05540681,0.06987379
398.350808588255,0.0000002594229,0.208396,0.05228183,0.06247439
398.450771150008,0.0000002212549,0.178722,0.0493331,0.05585856
398.550733711762,0.0000001887024,0.1532733,0.04655068,0.04994333
398.650696273515,0.0000001609392,0.1314484,0.04392518,0.0446545
398.750658835269,0.0000001372607,0.1127312,0.04144777,0.03992574
398.850621397023,0.000000117066,0.09667912,0.03911009,0.03569773
398.950583958776,0.00000009984247,0.08291276,0.03690425,0.03191746
399.05054652053,0.00000008515298,0.07110662,0.03482283,0.02853751
399.150509082284,0.00000007262469,0.06098159,0.03285879,0.02551548
399.250471644037,0.00000006193966,0.05229828,0.03100553,0.02281348
399.350434205791,0.00000005282668,0.04485141,0.0292568,0.02039761
399.450396767545,0.00000004505446,0.03846492,0.02760669,0.01823757
399.550359329298,0.00000003842575,0.03298781,0.02604966,0.01630627
399.650321891052,0.00000003277229,0.0282906,0.02458044,0.01457949
399.750284452805,0.00000002795061,0.02426223,0.02319408,0.01303557
