 , C00, C02, C05, C06, C07, C08, C09, C11, C12, C14, C15, C16, C17, C18, C23, C24
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
175.8337427727689, 0.784346, 3.905268, 3.112046, 0.09802949, 0.3123032, 4.237855, 4.781645, 0.9903226, 0, 0.9405603, 0.5025945, 1.174772, 1.905683e-07, 0.3053885, 1.966848, 2.657394
175.933705105215, 0.7310535, 3.730009, 2.953075, 0.09192842, 0.2896686, 4.435399, 4.539962, 0.9254077, 0, 0.8271558, 0.4822337, 1.114578, 1.767461e-07, 0.2858474, 1.852685, 2.515033
176.0336674376611, 0.6813819, 3.562615, 2.802225, 0.08620707, 0.2686745, 4.180745, 4.310495, 0.8647479, 0, 0.7274247, 0.4626977, 1.15172, 1.639265e-07, 0.2675566, 1.745147, 2.380299
176.1336297701073, 1.403108, 3.473129, 2.880673, 0.08084179, 0.249202, 3.940711, 4.092627, 0.8765801, 0, 0.6397182, 0.4439532, 1.092708, 1.520366e-07, 0.2504362, 1.643852, 2.252783
176.2335921025534, 1.307773, 3.670277, 2.733522, 0.07581044, 0.2311407, 3.714459, 3.88577, 0.8191209, 0, 0.5625867, 0.425968, 2.379732, 1.410092e-07, 0.2344113, 1.88845, 4.694245
176.3335544349996, 2.5463, 3.505563, 3.267783, 0.07109223, 0.2143885, 3.501198, 3.689368, 0.7654282, 0, 0.4947549, 0.4087115, 2.257799, 1.307816e-07, 0.2194118, 1.936024, 4.442767
176.4335167674457, 4.176424, 3.348242, 3.100857, 0.06666765, 0.1988504, 3.316656, 3.502893, 1.942362, 0, 0.4351017, 0.392154, 2.142114, 1.212959e-07, 0.2053721, 1.82365, 4.204761
176.5334790998919, 3.892656, 3.70841, 2.942459, 0.4258341, 0.1844385, 3.126234, 3.325843, 1.815041, 0, 0.382641, 0.3762673, 2.032356, 1.124981e-07, 0.1922308, 3.540066, 3.979505
176.633441432338, 3.628169, 3.541985, 2.792151, 0.3993315, 0.171071, 3.88791, 3.157743, 1.696067, 0, 0.3365055, 0.3610242, 1.928222, 1.043385e-07, 0.1799303, 3.334587, 3.766316
176.7334037647842, 3.381652, 3.383029, 2.914531, 0.3744783, 0.1586724, 3.664689, 2.998138, 1.584891, 0, 0.2959326, 0.3463986, 3.572402, 9.677066e-08, 0.1684169, 3.141034, 3.564548
176.8333660972303, 3.151885, 3.231206, 3.719954, 0.3511719, 0.1471724, 3.454285, 2.846601, 1.481002, 0, 0.3848697, 0.3323655, 3.389359, 8.975176e-08, 0.1576403, 2.958716, 3.37359
176.9333284296765, 2.976686, 3.086197, 3.52993, 0.329316, 0.1365059, 3.255961, 2.702722, 1.383924, 0, 0.3384655, 0.318901, 4.516699, 8.324194e-08, 0.1475532, 2.78698, 3.232309
177.0332907621226, 2.792674, 4.306554, 3.349613, 0.3088203, 0.1266125, 3.069023, 2.566116, 1.293209, 0, 0.2976563, 0.3059818, 4.946079, 7.720429e-08, 0.1381116, 2.625212, 3.059149
177.1332530945687, 2.602925, 4.462527, 3.178508, 0.2896003, 0.1174361, 2.892818, 2.436415, 1.20844, 0, 0.2617675, 0.2935861, 5.133117, 7.160456e-08, 0.1292741, 2.472835, 2.895265
177.2332154270149, 2.426069, 4.262259, 3.016142, 0.2715764, 0.1089247, 2.72673, 2.313269, 1.129228, 0, 0.7091406, 0.2816925, 4.870106, 6.641098e-08, 0.1210021, 2.329301, 2.740161
177.333177759461, 3.345366, 4.070979, 2.862071, 0.2546743, 0.1010303, 2.915939, 2.196348, 1.055207, 0, 0.9019915, 0.2702808, 4.620571, 6.159411e-08, 0.1132595, 2.194099, 3.443869
177.4331400919072, 3.118065, 3.888283, 3.130026, 0.2388241, 0.09370796, 2.748523, 2.085336, 1.616197, 0, 0.7932373, 0.2593313, 4.383821, 5.712661e-08, 0.1060122, 2.066745, 3.259376
177.5331024243533, 2.906207, 3.713786, 2.970137, 0.2239604, 0.08691636, 2.590719, 1.979935, 1.510256, 0, 1.670635, 0.2488255, 4.159203, 5.298314e-08, 0.09922872, 1.946783, 3.084765
177.6330647567995, 3.232694, 3.54712, 2.818416, 0.2100218, 0.08061698, 2.441976, 1.879861, 1.41126, 0, 1.469205, 0.2387452, 3.946093, 4.91402e-08, 0.09287929, 1.833784, 2.919509
177.7330270892456, 3.013048, 3.387933, 2.674445, 0.1969507, 0.07477416, 2.301772, 1.784846, 1.97076, 0, 1.292061, 0.2290733, 3.743902, 4.557599e-08, 0.08693614, 1.727344, 2.763107
177.8329894216918, 2.808326, 3.341055, 2.537828, 0.1846931, 0.0693548, 2.169618, 1.694633, 1.841578, 0, 1.136276, 0.2197932, 3.552072, 4.227031e-08, 0.08137327, 1.627082, 3.177324
